index,phase,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,keff,keff_std,ppf,score
10,BO_1,0.23503364212762257,0.930922383094647,0.18268742094289503,0.5597281098311889,0.0733950576861977,0.11729017283178622,0.975219324532497,0.47535485987599646,0.885319032246438,0.6797724483084591,0.7670056869940133,0.04632541032315218,0.9337652096618649,0.5823207260341627,0.6126034656176572,0.3009603866140552,0.9618437702270785,0.8290191114327946,0.0027373473507563695,0.214185719937651,0.26969057071453006,1.270840842520294,0.0024194885076217836,1.1318538764125545,-52.104204212601466
11,BO_2,0.07547724178603954,0.9310446045324957,0.3213867234199079,0.9438016427181857,0.6996091601903571,0.5217173405286125,0.8964582312202288,0.5496318125283981,0.7533229337685564,0.9275535826741178,0.9109105850006497,0.49500931302093587,0.46101623320188234,0.3631843604138869,0.3654385350063023,0.06736148582469703,0.629505017776917,0.8599700681547056,0.7762810845254902,0.006637753687849912,0.0644628078061048,1.2685786374735253,0.0023022998030009963,1.1382891240447686,-48.09289318736763
12,BO_3,0.03761121584601934,0.8118938677908801,0.34607377350021695,0.6895332459704678,0.46337279943090337,0.9069040310766796,0.7253267370926855,0.844386689494108,0.11034748074226008,0.7274118842290257,0.9236149695946424,0.814898016699174,0.12529314744029574,0.44641964626477093,0.6419214571179367,0.24838574268923796,0.9521454458314673,0.9769261461488297,0.14675336090359326,0.3222672355966334,0.026824364258119737,1.2726982554151989,0.0017954871498068,1.1262548264337098,-52.113491277075994
13,BO_4,0.4419355564392713,0.9993310532947983,0.312597804618323,0.060912216804269836,0.521334984338521,0.6682801040322842,0.968284371464115,0.610669327171614,0.8450569381401071,0.7336732750977273,0.8867019409493484,0.3542837249671905,0.5241770797396391,0.17854579377839197,0.5506431597530976,0.5931162040569858,0.9382540878494992,0.6831018303969847,0.3662396994000495,0.03814085423916613,0.027150691013964057,1.2727801977205184,0.0020931816069217762,1.112820112915902,-44.113900988602595
14,BO_5,0.35125233935871036,0.8393619608221938,0.8908222772557199,0.26850319724402694,0.00716523911234157,0.10368100835204863,0.7864826895491461,0.27098754938060055,0.5633030069209904,0.1849299559237375,0.9805150135695556,0.8427394432246018,0.8944984922539047,0.4987710803539329,0.4018999092411697,0.05518396104042178,0.9327297063131915,0.544686791976487,0.23432723880656225,0.9581652429358264,0.5783013725116724,1.272006511160394,0.002017494932792021,1.1106671556877803,-52.11003255580197
15,BO_6,0.3472876991866334,0.8643186000916255,0.48626202536307905,0.2866314599040901,0.037804468444730066,0.5520428161333435,0.777426255613992,0.46440796538683815,0.6850591895560497,0.843219245208703,0.9730967479656901,0.053644837282836644,0.8649441509605764,0.9635777903344483,0.392289196388958,0.10166455561099774,0.8631634492074179,0.9906214049907227,0.9638065253660323,0.9103158021301964,0.0056650017013923915,1.2687123202610884,0.002284416567650049,1.104124765511272,-48.09356160130544
16,BO_7,0.08479118537890651,0.8548837642850139,0.08667894467627879,0.5233197381439031,0.235013127156958,0.590149539226866,0.8050805224490307,0.26739746152823807,0.2815317024275602,0.8896692464624613,0.7798180895859663,0.287881973688608,0.9522776844360635,0.2140159166288561,0.3069335356646731,0.08315309989155961,0.9571878901269569,0.6492557153482637,0.2976872776469648,0.16823675339333444,0.2894162998338965,1.2739852316583504,0.0020175028887481627,1.12235501521031,-48.119926158291754
17,BO_8,0.4926348796309238,0.9258799146328041,0.7343918310541998,0.9851169979053234,0.37022094710603637,0.8289860436934712,0.9121045951306742,0.5394889156212935,0.05945014592677067,0.6714414698449553,0.7966078597365726,0.7083748034183718,0.2710674726822594,0.130055703162112,0.07756712158561796,0.2481519342286448,0.6919485655636715,0.82967182110431,0.8565081964439738,0.910347352644009,0.006932708001971877,1.267769652264001,0.002234803847067842,1.1061523839199487,-44.08884826132
18,BO_9,0.05250846748299576,0.9304686086906182,0.6523327110355903,0.8016078923643551,0.9983831023828252,0.3403860230226622,0.9736435625823439,0.06207077655660087,0.07559012269108645,0.7072997573897196,0.6607150901912975,0.6847765224173386,0.721335113187607,0.4474657567259456,0.06280610753745619,0.3019584699318918,0.7234925642067673,0.9889972887608364,0.2334759345927594,0.7014793450615114,0.5141392829194044,1.2715961260976343,0.0019828858061019293,1.1268236498198638,-48.10798063048817
19,BO_10,0.08904594018370093,0.9982845253792937,0.13332381583217845,0.7193657540399905,0.8992321113893315,0.7985473331367384,0.847886330994541,0.15363740195396902,0.9208831943032635,0.6490268068761751,0.7277100652584594,0.28357800100024433,0.5123577367172267,0.5569112153837501,0.05735661117180635,0.12674782745517255,0.7969665607648663,0.1411905037850958,0.7804715205343528,0.7687052575267334,0.05846837958396789,1.271794857053722,0.0019160668927678203,1.1204777039752276,-48.10897428526861
