index,generation,individual,bit_00,bit_01,bit_02,bit_03,bit_04,bit_05,bit_06,bit_07,bit_08,bit_09,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,keff,ppf,fitness
1826,28,44,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.1137183208755932,36.19443240215442
1827,28,45,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154148,1.113718320875593,36.19443240215415
1828,28,46,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215419,1.1137183208755932,36.19443240215419
1829,28,47,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215468,1.1137183208755932,36.19443240215468
1830,28,48,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154565,1.1137183208755932,36.19443240215457
1831,28,49,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.1137183208755932,36.19443240215442
1832,28,50,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1.273562058803565,1.1284104800397663,52.23562058803565
1833,28,51,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215378,1.113718320875593,36.19443240215378
1834,28,52,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154836,1.1137183208755934,36.19443240215484
1835,28,53,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154625,1.113718320875593,36.194432402154625
1836,28,54,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1.2686629854557012,1.1326295472998615,44.18662985455701
1837,28,55,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154145,1.1137183208755927,36.19443240215415
1838,28,56,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154627,1.113718320875593,36.194432402154625
1839,28,57,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154843,1.1137183208755934,36.194432402154845
1840,28,58,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154836,1.1137183208755934,36.19443240215484
1841,28,59,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.276133599870714,1.1120020763877043,44.26133599870714
1842,28,60,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154407,1.1137183208755932,36.194432402154405
1843,28,61,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2696002831413278,1.112778322687917,48.19600283141328
1844,28,62,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.2748269637302194,1.1200969082795633,36.248269637302194
1845,28,63,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154634,1.1137183208755932,36.19443240215463
1846,28,64,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154414,1.1137183208755927,36.19443240215441
1847,28,65,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215437,1.113718320875593,36.19443240215437
1848,29,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.266933633139502,1.1489746846194062,24.16933633139502
1849,29,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331394943,1.1489746846194064,24.16933633139494
1850,29,2,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395207,1.1489746846194062,24.169336331395208
1851,29,3,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.274759488538722,1.110497019458963,48.247594885387215
1852,29,4,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1.275153466577265,1.1246596701347922,44.25153466577265
1853,29,5,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1.2751534665772748,1.1246596701347922,44.251534665772745
1854,29,6,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1.2802623969241804,1.1170850025386603,68.30262396924181
1855,29,7,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215493,1.1137183208755932,36.19443240215493
1856,29,8,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154836,1.113718320875593,36.19443240215484
1857,29,9,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154658,1.1137183208755934,36.19443240215466
1858,29,10,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154394,1.1137183208755932,36.19443240215439
1859,29,11,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154163,1.1137183208755932,36.19443240215416
1860,29,12,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154323,1.1137183208755932,36.19443240215432
1861,29,13,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1.2680640318247562,1.1216104136528289,52.18064031824756
1862,29,14,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.273557617151728,1.1209188882424386,52.23557617151728
1863,29,15,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215462,1.113718320875593,36.19443240215462
1864,29,16,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395082,1.1489746846194062,24.169336331395083
1865,29,17,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1.2723277242006592,1.1338779242007595,36.22327724200659
1866,29,18,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215441,1.1137183208755932,36.19443240215441
1867,29,19,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1.2740148205604462,1.1003753514968835,48.24014820560446
1868,29,20,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154334,1.1137183208755927,36.194432402154334
1869,29,21,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.26960028314133,1.1127783226879173,48.1960028314133
1870,29,22,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154885,1.1137183208755932,36.19443240215489
1871,29,23,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1.2723161458293992,1.1131871616293219,56.223161458293994
1872,29,24,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154512,1.113718320875593,36.19443240215451
1873,29,25,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153952,1.1137183208755927,36.19443240215395
1874,29,26,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154456,1.113718320875593,36.194432402154455
1875,29,27,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1.2701425165498712,1.126738274405662,44.20142516549871
1876,29,28,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154459,1.113718320875593,36.19443240215446
1877,29,29,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154403,1.1137183208755932,36.194432402154405
1878,29,30,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154627,1.113718320875593,36.194432402154625
1879,29,31,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021539,1.1137183208755927,36.1944324021539
1880,29,32,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153935,1.113718320875593,36.194432402153936
1881,29,33,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154414,1.1137183208755934,36.19443240215441
1882,29,34,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153943,1.1137183208755932,36.19443240215394
1883,29,35,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215472,1.1137183208755932,36.19443240215472
1884,29,36,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1.2705818135552513,1.121164246283154,36.20581813555251
1885,29,37,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1.2759637480246917,1.1170834827678353,40.259637480246916
1886,29,38,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215411,1.1137183208755934,36.194432402154106
1887,29,39,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154674,1.1137183208755932,36.194432402154675
1888,29,40,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153937,1.1137183208755932,36.194432402153936
1889,29,41,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.1137183208755932,36.19443240215442
1890,29,42,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154165,1.1137183208755934,36.19443240215416
1891,29,43,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154199,1.1137183208755934,36.1944324021542
1892,29,44,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153888,1.1137183208755932,36.194432402153886
1893,29,45,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154636,1.1137183208755927,36.19443240215464
1894,29,46,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154223,1.113718320875593,36.19443240215422
1895,29,47,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.2679332584340435,1.1173310067714592,52.179332584340436
1896,29,48,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1.2736275906673067,1.154101262713025,44.236275906673065
1897,29,49,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021542,1.1137183208755932,36.1944324021542
1898,29,50,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1.2722909392161792,1.1100951084526363,48.22290939216179
1899,29,51,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154419,1.1137183208755932,36.19443240215442
1900,29,52,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1.2752791449900809,1.118954186141358,44.25279144990081
1901,29,53,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1.2730800345519107,1.1012896369378649,48.23080034551911
1902,29,54,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1.2738112481415547,1.1130865401471837,52.23811248141555
1903,29,55,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153981,1.113718320875593,36.19443240215398
1904,29,56,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154223,1.1137183208755932,36.19443240215422
1905,29,57,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331394991,1.1489746846194062,24.16933633139499
1906,29,58,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154425,1.1137183208755932,36.194432402154426
1907,29,59,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.274826963730215,1.1200969082795633,36.24826963730215
1908,29,60,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154403,1.113718320875593,36.194432402154405
1909,29,61,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1.275153466577255,1.1246596701347922,44.25153466577255
1910,29,62,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154516,1.1137183208755927,36.19443240215452
1911,29,63,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153943,1.1137183208755927,36.19443240215394
1912,29,64,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154243,1.113718320875593,36.19443240215424
1913,29,65,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1.2788364634648455,1.0925499365702054,64.28836463464846
1914,30,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331394982,1.1489746846194064,24.169336331394984
1915,30,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395131,1.1489746846194069,24.16933633139513
1916,30,2,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331394878,1.1489746846194064,24.169336331394877
1917,30,3,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331394931,1.1489746846194058,24.16933633139493
1918,30,4,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154199,1.1137183208755932,36.1944324021542
1919,30,5,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395031,1.1489746846194067,24.16933633139503
1920,30,6,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215492,1.113718320875593,36.19443240215492
1921,30,7,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154876,1.1137183208755927,36.194432402154874
1922,30,8,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1.2737068160338088,1.1407006593179094,48.23706816033809
1923,30,9,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215399,1.1137183208755927,36.19443240215399
1924,30,10,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154414,1.1137183208755932,36.19443240215441
1925,30,11,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154194,1.113718320875593,36.19443240215419
1926,30,12,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1.2756719415817084,1.1489398852537178,48.25671941581708
1927,30,13,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154618,1.1137183208755927,36.19443240215462
1928,30,14,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154152,1.1137183208755927,36.19443240215415
1929,30,15,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2677671742729784,1.0983368335235033,52.177671742729785
1930,30,16,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154308,1.113718320875593,36.194432402154305
1931,30,17,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.113718320875593,36.19443240215442
1932,30,18,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1.2768859382124977,1.0987448006294447,64.26885938212497
1933,30,19,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154192,1.1137183208755932,36.19443240215419
1934,30,20,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154257,1.113718320875593,36.194432402154256
1935,30,21,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1.2662829712833275,1.1082287108612003,64.16282971283327
1936,30,22,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154625,1.1137183208755927,36.194432402154625
1937,30,23,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.274759488538716,1.1104970194589632,48.24759488538716
1938,30,24,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2696002831413415,1.1127783226879173,48.196002831413416
1939,30,25,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154414,1.113718320875593,36.19443240215441
1940,30,26,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154192,1.1137183208755934,36.19443240215419
1941,30,27,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1.2680703876620498,1.1277672558721559,44.1807038766205
1942,30,28,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1.2723151976291205,1.1007830009738486,52.223151976291206
1943,30,29,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.1137183208755932,36.19443240215442
1944,30,30,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154188,1.1137183208755932,36.194432402154185
1945,30,31,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.113718320875593,36.19443240215442
1946,30,32,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154456,1.113718320875593,36.194432402154455
1947,30,33,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154643,1.113718320875593,36.194432402154646
1948,30,34,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215463,1.1137183208755927,36.19443240215463
1949,30,35,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215399,1.1137183208755934,36.19443240215399
1950,30,36,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153935,1.113718320875593,36.194432402153936
1951,30,37,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1.2722909392161796,1.1100951084526367,48.222909392161796
1952,30,38,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1.2713035972766877,1.112446851493704,40.213035972766875
1953,30,39,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215394,1.113718320875593,36.194432402153936
1954,30,40,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1.2703789787657478,1.1086274516209274,56.20378978765748
1955,30,41,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.273557617151723,1.1209188882424383,52.23557617151723
1956,30,42,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1.2761427688406177,1.1117190858314616,56.26142768840618
1957,30,43,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154527,1.113718320875593,36.194432402154526
1958,30,44,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1.27063220480631,1.143900166455135,56.2063220480631
1959,30,45,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154416,1.113718320875593,36.19443240215442
1960,30,46,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154192,1.1137183208755927,36.19443240215419
1961,30,47,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154456,1.1137183208755932,36.194432402154455
1962,30,48,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154354,1.1137183208755932,36.194432402154355
1963,30,49,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1.2661381929514806,1.1112232747739432,52.1613819295148
1964,30,50,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154592,1.113718320875593,36.19443240215459
1965,30,51,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154425,1.113718320875593,36.194432402154426
1966,30,52,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154203,1.1137183208755927,36.194432402154206
1967,30,53,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154114,1.1137183208755932,36.19443240215411
1968,30,54,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2696002831413307,1.1127783226879169,48.19600283141331
1969,30,55,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021549,1.113718320875593,36.1944324021549
1970,30,56,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215467,1.1137183208755936,36.19443240215467
1971,30,57,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154634,1.113718320875593,36.19443240215463
1972,30,58,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215463,1.1137183208755927,36.19443240215463
1973,30,59,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1.2730800345519087,1.101289636937865,48.230800345519086
1974,30,60,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154165,1.113718320875593,36.19443240215416
1975,30,61,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1.2722909392161827,1.1100951084526363,48.222909392161824
1976,30,62,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153981,1.1137183208755925,36.19443240215398
1977,30,63,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154663,1.113718320875593,36.19443240215466
1978,30,64,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154368,1.1137183208755934,36.19443240215437
1979,30,65,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1.2754361242919638,1.1375277199747167,52.254361242919636
1980,31,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395082,1.1489746846194067,24.169336331395083
1981,31,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.266933633139513,1.1489746846194067,24.16933633139513
1982,31,2,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2669336331395082,1.1489746846194067,24.169336331395083
1983,31,3,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1.2783726083403735,1.1168998081353319,40.283726083403735
1984,31,4,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1.2754152265824326,1.1190924473010286,48.254152265824324
1985,31,5,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154192,1.113718320875593,36.19443240215419
1986,31,6,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154163,1.1137183208755932,36.19443240215416
1987,31,7,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1.2713035972766933,1.1124468514937038,40.21303597276693
1988,31,8,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.2748269637302223,1.1200969082795635,36.24826963730222
1989,31,9,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154943,1.1137183208755932,36.194432402154945
1990,31,10,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215447,1.1137183208755932,36.19443240215447
1991,31,11,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215473,1.1137183208755932,36.19443240215473
1992,31,12,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153935,1.113718320875593,36.194432402153936
1993,31,13,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154372,1.113718320875593,36.19443240215437
1994,31,14,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154305,1.1137183208755927,36.194432402154305
1995,31,15,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215436,1.113718320875593,36.19443240215436
1996,31,16,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1.2754152265824306,1.1190924473010284,48.2541522658243
1997,31,17,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1.2715322102346363,1.139032344428655,56.21532210234636
1998,31,18,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154572,1.113718320875593,36.194432402154575
1999,31,19,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153935,1.1137183208755932,36.194432402153936
2000,31,20,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1.272763908093235,1.1093201767128702,52.22763908093235
2001,31,21,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.2747594885387257,1.1104970194589632,48.24759488538726
2002,31,22,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154157,1.1137183208755927,36.194432402154156
2003,31,23,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1.2711447867464771,1.133562710271098,44.21144786746477
2004,31,24,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215436,1.113718320875593,36.19443240215436
2005,31,25,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154585,1.113718320875593,36.19443240215458
2006,31,26,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154145,1.113718320875593,36.19443240215415
2007,31,27,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154574,1.1137183208755932,36.194432402154575
2008,31,28,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154434,1.1137183208755932,36.19443240215443
2009,31,29,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154197,1.1137183208755934,36.1944324021542
2010,31,30,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402153726,1.113718320875593,36.19443240215372
2011,31,31,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1.2730800345519078,1.1012896369378653,48.23080034551908
